1st_flr_sf,3ssn_porch,bsmt_exposure,bsmt_full_bath,bsmt_qual,bsmtfin_type_1,enclosed_porch,exter_qual,exterior_1st,exterior_2nd,fireplace_qu,fireplaces,foundation,full_bath,garage_area,garage_finish,garage_type,garage_yr_blt,gr_liv_area,half_bath,heating_qc,house_style,id,kitchen_qual,lot_area,lot_config,lot_frontage,lot_shape,mas_vnr_area,mas_vnr_type,ms_subclass,ms_zoning,neighborhood,open_porch_sf,overall_qual,pool_area,roof_style,saleprice,screen_porch,total_bsmt_sf,wood_deck_sf,year_built,year_remod/add,yr_sold
990,0,No,1.0,Gd,GLQ,0,TA,VinylSd,VinylSd,None,0,PConc,1,0.0,None,None,0.0,990,0,Ex,1Story,2127,TA,8070,Inside,60.0,Reg,0.0,None,20,RL,CollgCr,0,4,0,Gable,123600,0,990.0,0,1994,1995,2007
1324,0,No,0.0,TA,Rec,0,TA,Wd Sdng,Wd Sdng,TA,1,CBlock,2,440.0,RFn,Attchd,1965.0,1324,0,Ex,1Story,2607,TA,8658,Inside,84.0,Reg,101.0,BrkFace,20,RL,NAmes,138,6,0,Gable,160000,0,1088.0,0,1965,1965,2006
948,0,No,0.0,Gd,Unf,0,TA,VinylSd,VinylSd,TA,1,PConc,2,463.0,RFn,Attchd,2000.0,1690,1,Ex,2Story,1754,TA,8063,Inside,68.0,Reg,0.0,None,60,RL,Gilbert,48,6,0,Gable,181000,0,924.0,100,2000,2000,2007
825,0,No,1.0,TA,LwQ,0,TA,MetalSd,MetalSd,None,0,CBlock,1,720.0,RFn,Detchd,1963.0,825,0,TA,1Story,1367,TA,8235,Inside,49.0,IR1,0.0,None,20,RM,OldTown,50,5,0,Gable,125000,0,825.0,140,1955,1995,2008
829,0,No,0.0,TA,Rec,0,TA,MetalSd,MetalSd,None,0,CBlock,1,441.0,Unf,Attchd,1968.0,1556,1,Ex,2Story,580,TA,11700,Inside,78.0,Reg,0.0,None,60,RL,NWAmes,0,6,0,Gable,154000,0,727.0,0,1968,1968,2009
1152,0,Mn,1.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,Fa,1,PConc,2,616.0,Fin,Attchd,1993.0,1797,1,Ex,2Story,341,Gd,12961,Inside,74.0,Reg,0.0,None,60,RL,Mitchel,312,6,0,Gable,231000,0,1152.0,162,1993,1994,2010
1056,0,No,1.0,TA,BLQ,184,TA,VinylSd,VinylSd,Fa,1,CBlock,1,304.0,Unf,Attchd,1968.0,1056,0,Ex,1Story,26,TA,8450,Inside,65.0,Reg,0.0,None,20,RL,NAmes,85,5,0,Gable,142000,0,1056.0,0,1968,1968,2010
1518,0,Mn,0.0,TA,Unf,0,Gd,Wd Sdng,Wd Sdng,TA,2,BrkTil,2,840.0,Unf,Detchd,1993.0,3608,1,Ex,2.5Fin,2667,Ex,22950,Inside,90.0,IR2,0.0,None,75,RM,OldTown,260,10,0,Gable,475000,410,1107.0,0,1892,1993,2006
1778,0,Gd,2.0,Ex,GLQ,0,Gd,CemntBd,CmentBd,Gd,1,PConc,2,495.0,Fin,Attchd,2005.0,1778,0,Ex,1Story,2884,Ex,5748,Inside,41.0,IR1,473.0,Stone,120,RM,Crawfor,53,8,0,Hip,375000,153,1573.0,123,2005,2006,2006
864,0,No,0.0,TA,ALQ,0,TA,HdBoard,HdBoard,Po,1,CBlock,1,0.0,None,None,0.0,864,0,TA,1Story,28,TA,10500,FR2,70.0,Reg,0.0,None,20,RL,NAmes,0,4,0,Gable,115000,0,864.0,0,1971,1971,2010
1221,0,No,1.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,None,0,PConc,2,400.0,RFn,Attchd,2004.0,1221,0,Ex,1Story,531,Gd,7500,Inside,62.0,Reg,0.0,None,20,FV,Somerst,113,7,0,Gable,185000,0,1221.0,0,2004,2005,2009
740,0,No,1.0,TA,LwQ,84,TA,Wd Sdng,Wd Sdng,Gd,1,BrkTil,1,216.0,Unf,Detchd,1920.0,865,0,TA,1.5Fin,2189,TA,10042,Corner,62.0,Reg,0.0,None,40,RL,Edwards,0,6,0,Gable,108500,0,660.0,0,1920,1995,2007
520,0,No,0.0,Gd,Unf,0,Gd,MetalSd,MetalSd,None,0,PConc,2,480.0,RFn,Detchd,2005.0,1223,1,Ex,2Story,2508,Gd,2544,Inside,24.0,Reg,0.0,None,160,FV,Somerst,166,7,0,Gable,147400,0,600.0,0,2005,2005,2006
713,0,No,1.0,Gd,GLQ,0,Gd,MetalSd,MetalSd,None,0,PConc,2,506.0,Unf,Detchd,1999.0,1452,1,Ex,2Story,573,Gd,3768,FR2,35.0,Reg,218.0,BrkFace,160,FV,Somerst,34,7,0,Hip,156000,0,691.0,0,1999,1999,2009
880,0,No,0.0,TA,Unf,117,TA,HdBoard,HdBoard,None,0,BrkTil,2,400.0,Unf,Detchd,1950.0,1308,0,Gd,1.5Fin,1363,TA,10320,Inside,68.0,Reg,0.0,None,50,RM,IDOTRR,0,5,0,Gable,120000,0,880.0,0,1915,1978,2008
744,0,Mn,0.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,None,0,PConc,2,400.0,Fin,BuiltIn,2004.0,1374,1,Ex,SLvl,487,Gd,9734,Inside,61.0,IR1,0.0,None,80,RL,Gilbert,0,7,0,Gable,167000,0,384.0,0,2004,2004,2009
1504,0,No,0.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,Gd,1,PConc,2,437.0,Fin,Attchd,2005.0,1504,0,Ex,1Story,1083,Gd,3182,Inside,43.0,Reg,14.0,BrkFace,120,RL,Blmngtn,20,7,0,Gable,191000,0,1346.0,156,2005,2006,2008
754,0,No,0.0,Gd,Unf,0,TA,VinylSd,VinylSd,TA,1,PConc,2,390.0,Fin,BuiltIn,1997.0,1384,1,Gd,SLvl,1620,TA,8872,Inside,56.0,IR1,0.0,None,80,RL,Gilbert,0,6,0,Gable,161500,0,384.0,0,1997,1997,2007
1411,0,Av,0.0,TA,Rec,0,TA,VinylSd,VinylSd,TA,1,CBlock,1,310.0,RFn,Attchd,1955.0,1411,0,TA,1Story,1929,TA,12198,Inside,70.0,IR1,0.0,None,20,RL,NAmes,82,5,0,Gable,130000,0,1204.0,278,1955,1975,2007
970,0,No,1.0,TA,GLQ,0,TA,HdBoard,HdBoard,None,0,CBlock,1,624.0,Unf,Detchd,1996.0,970,0,TA,1Story,1820,TA,8480,Corner,80.0,Reg,0.0,None,20,RL,Sawyer,24,5,0,Hip,132500,192,970.0,0,1963,1963,2007
904,0,Av,0.0,Gd,ALQ,0,TA,HdBoard,HdBoard,None,0,PConc,1,912.0,Unf,2Types,1979.0,904,0,Ex,SLvl,1398,Gd,10200,Inside,68.0,Reg,0.0,None,80,RL,Sawyer,0,5,0,Hip,144000,0,864.0,143,1970,1970,2008
1100,0,None,0.0,None,None,0,TA,Plywood,Plywood,None,0,Slab,2,579.0,Fin,Attchd,1979.0,2233,1,TA,2Story,2177,TA,9555,CulDSac,68.0,IR1,0.0,None,90,RL,Edwards,0,5,0,Gable,141000,0,0.0,0,1979,1979,2007
875,0,No,0.0,TA,Rec,0,TA,Plywood,Plywood,None,0,CBlock,1,728.0,Unf,Detchd,1975.0,875,0,Gd,1Story,2144,Gd,7200,Inside,60.0,Reg,0.0,None,20,RL,CollgCr,0,4,0,Gable,117000,0,385.0,352,1972,2006,2007
520,0,Av,1.0,TA,GLQ,0,TA,Wd Sdng,Wd Sdng,None,0,CBlock,1,0.0,None,None,0.0,754,0,Gd,1.5Fin,2697,TA,6780,Inside,60.0,Reg,0.0,None,190,RM,IDOTRR,0,6,0,Gable,84500,0,520.0,53,1935,1982,2006
1663,0,Gd,1.0,Gd,BLQ,0,TA,Plywood,Plywood,Gd,2,CBlock,1,529.0,Fin,Attchd,1954.0,1663,0,Ex,1Story,1403,Gd,53227,CulDSac,68.0,IR1,0.0,None,20,RL,ClearCr,137,4,0,Flat,256000,0,1364.0,224,1954,1994,2008
925,0,No,0.0,TA,BLQ,0,TA,VinylSd,VinylSd,None,0,CBlock,1,429.0,Unf,Detchd,1965.0,925,0,Ex,1Story,596,TA,9100,Inside,70.0,Reg,0.0,None,20,RL,NAmes,0,5,0,Gable,117500,0,925.0,0,1965,1965,2009
976,0,No,1.0,TA,Rec,0,Gd,MetalSd,MetalSd,TA,2,BrkTil,1,256.0,Unf,Detchd,1940.0,1308,1,Ex,1.5Fin,922,TA,9600,Inside,130.0,IR1,0.0,None,50,RL,Crawfor,70,5,0,Gable,160000,0,728.0,0,1940,1950,2009
1375,0,No,1.0,TA,Rec,0,TA,BrkFace,BrkFace,Gd,1,CBlock,1,323.0,Unf,Attchd,1956.0,1375,0,Gd,1Story,2065,TA,14175,Inside,81.0,Reg,0.0,None,20,RL,Sawyer,0,5,0,Hip,187000,0,1240.0,0,1956,1998,2007
1217,0,Mn,1.0,Ex,GLQ,0,Gd,VinylSd,VinylSd,Gd,1,PConc,2,818.0,Fin,Attchd,2003.0,2385,1,Ex,2Story,1710,Gd,14277,Inside,110.0,Reg,280.0,BrkFace,60,RL,NridgHt,228,8,0,Gable,350000,0,1317.0,192,2003,2003,2007
896,0,Mn,0.0,Gd,Unf,0,TA,VinylSd,VinylSd,None,0,CBlock,2,480.0,Unf,Detchd,1982.0,1792,2,TA,2Story,1034,TA,9000,FR2,60.0,Reg,0.0,None,90,RL,NAmes,45,5,0,Gable,133000,0,896.0,0,1974,1974,2008
2464,0,Gd,1.0,Ex,GLQ,0,Gd,VinylSd,VinylSd,Ex,1,PConc,2,650.0,Fin,Attchd,2007.0,2464,1,Ex,1Story,1057,Ex,13693,Inside,105.0,Reg,554.0,Stone,20,RL,NridgHt,78,8,0,Hip,417500,0,2418.0,358,2007,2007,2008
1569,0,No,0.0,Gd,ALQ,0,Gd,VinylSd,VinylSd,TA,1,PConc,2,660.0,RFn,Attchd,2007.0,1569,0,Ex,1Story,470,Gd,3635,Inside,51.0,Reg,130.0,BrkFace,120,RL,Blmngtn,20,7,0,Hip,175900,0,1386.0,143,2007,2007,2009
1680,0,Gd,1.0,Ex,GLQ,0,Ex,VinylSd,VinylSd,Gd,1,PConc,1,1138.0,Fin,Attchd,2009.0,1680,1,Ex,1Story,819,Ex,10933,Inside,84.0,Reg,242.0,Stone,20,RL,CollgCr,24,9,0,Hip,323262,0,1555.0,185,2009,2009,2009
1337,0,Mn,1.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,None,0,PConc,2,531.0,RFn,Attchd,2003.0,1337,0,Ex,1Story,2160,Gd,8450,Inside,65.0,Reg,0.0,None,20,RL,CollgCr,39,7,0,Gable,185000,0,1337.0,0,2003,2003,2007
816,0,No,1.0,TA,BLQ,40,TA,MetalSd,MetalSd,Fa,1,CBlock,1,240.0,Unf,Attchd,1949.0,816,0,Ex,1Story,2552,TA,8550,Inside,60.0,Reg,0.0,None,30,RL,NAmes,0,6,0,Gable,129800,0,816.0,228,1934,1950,2006
1541,0,Mn,0.0,Gd,BLQ,0,Gd,VinylSd,VinylSd,Gd,1,PConc,2,532.0,RFn,Attchd,2005.0,1541,0,Ex,1Story,41,Gd,12182,Corner,95.0,Reg,226.0,BrkFace,20,RL,NridgHt,70,7,0,Gable,220000,0,1541.0,0,2005,2005,2010
989,0,No,0.0,TA,Unf,54,TA,AsbShng,AsbShng,None,0,BrkTil,1,240.0,Unf,Detchd,1935.0,1573,0,Ex,1.5Fin,742,Gd,6120,Inside,51.0,Reg,0.0,None,50,RM,BrkSide,0,4,0,Gable,133000,120,884.0,0,1935,1995,2009
832,0,No,0.0,TA,Unf,0,TA,MetalSd,MetalSd,None,0,CBlock,2,384.0,Unf,Detchd,1949.0,1461,0,TA,1.5Fin,686,TA,10800,Inside,60.0,Reg,0.0,None,50,RL,NAmes,204,4,0,Gable,133500,0,832.0,0,1949,1996,2009
2048,0,No,0.0,TA,Unf,0,TA,Plywood,Plywood,None,0,CBlock,3,776.0,Unf,2Types,1976.0,2048,0,TA,1Story,314,TA,12760,Inside,68.0,IR1,0.0,None,90,RL,Mitchel,0,6,0,Gable,170000,0,1958.0,0,1976,1976,2010
910,0,No,0.0,Gd,Unf,0,TA,HdBoard,HdBoard,TA,1,PConc,2,392.0,RFn,Attchd,1993.0,1642,1,Gd,2Story,1630,TA,7655,CulDSac,68.0,IR1,0.0,None,60,RL,Gilbert,84,6,0,Gable,168000,0,903.0,290,1993,1994,2007
868,0,No,0.0,Fa,Rec,0,TA,Wd Sdng,Wd Sdng,None,0,CBlock,1,624.0,Unf,Detchd,1970.0,1470,1,Ex,2Story,191,TA,10560,Inside,60.0,Reg,0.0,None,70,RM,OldTown,0,6,0,Gable,140750,0,738.0,0,1922,1994,2010
957,0,No,0.0,Gd,Unf,0,TA,VinylSd,VinylSd,TA,1,PConc,3,482.0,Fin,Attchd,1999.0,2299,1,Ex,2Story,1626,TA,7500,Inside,60.0,Reg,0.0,None,60,RL,Gilbert,30,6,0,Gable,204000,0,938.0,188,1999,2003,2007
884,0,No,0.0,Gd,Unf,0,Gd,VinylSd,VinylSd,Gd,1,PConc,2,434.0,Fin,BuiltIn,2001.0,2035,1,Ex,2Story,59,Gd,9505,CulDSac,68.0,IR1,180.0,BrkFace,60,RL,Gilbert,48,7,0,Gable,222500,0,884.0,144,2001,2001,2010
999,0,Av,1.0,TA,BLQ,0,TA,MetalSd,MetalSd,None,0,CBlock,1,300.0,Unf,Attchd,1962.0,999,0,TA,SFoyer,2632,TA,10205,Inside,69.0,IR1,0.0,None,85,RL,NAmes,72,5,0,Gable,134500,0,925.0,150,1962,1962,2006
1378,0,Av,1.0,Gd,GLQ,0,Gd,MetalSd,MetalSd,Gd,1,PConc,2,540.0,Fin,Attchd,2004.0,1378,0,Ex,1Story,1835,Gd,4379,FR2,45.0,IR1,0.0,None,120,FV,Somerst,56,8,0,Gable,214000,0,1378.0,160,2004,2004,2007
793,0,Mn,1.0,Gd,Rec,0,TA,MetalSd,MetalSd,Gd,1,CBlock,1,410.0,Unf,Detchd,1939.0,1118,0,TA,1.5Fin,2675,TA,7800,Inside,65.0,Reg,0.0,None,190,RM,OldTown,0,5,0,Gable,119900,271,793.0,0,1939,1950,2006
1440,0,No,0.0,TA,ALQ,0,TA,VinylSd,VinylSd,None,0,CBlock,2,0.0,None,None,0.0,1440,0,TA,1Story,1503,Fa,12108,Inside,92.0,Reg,270.0,BrkFace,90,RL,Edwards,0,4,0,Gable,118000,0,1440.0,0,1955,1955,2008
1134,0,No,0.0,TA,Rec,0,TA,Wd Sdng,Wd Sdng,None,0,CBlock,1,254.0,RFn,Attchd,1960.0,1134,0,Ex,1Story,1963,TA,7000,Inside,70.0,Reg,45.0,BrkFace,20,RL,NAmes,16,5,0,Gable,135000,0,1010.0,0,1960,2002,2007
1053,0,No,0.0,TA,Unf,0,TA,Wd Sdng,Wd Sdng,Gd,1,BrkTil,1,370.0,Unf,Detchd,1922.0,1848,1,Gd,1.5Fin,1352,Gd,13053,Inside,64.0,Reg,0.0,None,50,RL,BrkSide,0,6,0,Gambrel,207000,220,833.0,0,1923,2000,2008
1390,0,No,0.0,TA,Rec,128,TA,MetalSd,MetalSd,Gd,1,PConc,2,576.0,Unf,Detchd,1925.0,1694,0,Fa,1.5Fin,1519,TA,8400,Inside,60.0,Reg,0.0,None,50,RL,SWISU,0,6,0,Gable,136500,0,1181.0,342,1925,1950,2008
901,0,No,0.0,TA,Unf,0,TA,MetalSd,MetalSd,None,0,CBlock,1,281.0,Unf,Detchd,1954.0,901,0,Ex,1Story,1305,TA,6000,Corner,50.0,Reg,0.0,None,20,RM,OldTown,0,4,0,Gable,107900,0,901.0,0,1954,2000,2008
861,0,No,1.0,TA,LwQ,84,TA,VinylSd,VinylSd,Gd,1,BrkTil,1,528.0,Unf,Detchd,1968.0,1409,1,Gd,1.5Fin,2014,TA,6240,Inside,68.0,Reg,0.0,None,50,RM,BrkSide,0,6,0,Gable,126000,0,861.0,225,1938,1950,2007
1656,0,Gd,1.0,TA,BLQ,0,TA,BrkFace,Plywood,Gd,2,CBlock,1,528.0,Fin,Attchd,1960.0,1656,0,Fa,1Story,1,TA,31770,Corner,141.0,IR1,112.0,Stone,20,RL,NAmes,62,6,0,Hip,215000,0,1080.0,210,1960,1960,2010
1742,0,Av,1.0,Ex,GLQ,0,Ex,VinylSd,VinylSd,Ex,1,PConc,2,846.0,Fin,BuiltIn,2008.0,2332,1,Ex,2Story,1052,Ex,12474,Inside,96.0,Reg,272.0,Stone,60,RL,NridgHt,134,10,0,Gable,426000,0,1682.0,196,2007,2008,2008
1113,0,No,0.0,TA,ALQ,120,Gd,MetalSd,MetalSd,Gd,1,CBlock,1,264.0,Unf,Attchd,1950.0,1113,0,Gd,1Story,622,Gd,9600,Inside,80.0,Reg,0.0,None,20,RL,NAmes,80,5,0,Gable,147000,0,1113.0,0,1950,2007,2009
1232,0,No,0.0,TA,Unf,180,Gd,Stucco,Stucco,Gd,1,BrkTil,1,440.0,Unf,Detchd,1916.0,1232,0,Ex,1Story,913,Gd,8574,Inside,64.0,Reg,0.0,None,30,RL,Crawfor,0,6,0,Gable,147500,0,816.0,0,1916,2000,2009
1950,0,Gd,1.0,Ex,GLQ,0,Ex,VinylSd,VinylSd,Gd,1,PConc,2,706.0,Fin,Attchd,2007.0,1950,0,Ex,1Story,1058,Ex,14418,Inside,104.0,IR1,480.0,BrkFace,20,RL,NridgHt,207,9,0,Hip,383000,0,1950.0,156,2007,2007,2008
1872,0,Av,0.0,Gd,GLQ,0,TA,Wd Sdng,Wd Sdng,TA,1,CBlock,2,604.0,Fin,Attchd,1988.0,1872,0,Gd,1Story,2348,TA,10400,Inside,80.0,Reg,102.0,BrkFace,20,RL,NWAmes,39,7,0,Gable,241500,0,1845.0,197,1988,1988,2006
676,0,No,0.0,Gd,Unf,0,TA,Wd Sdng,Wd Shng,None,0,BrkTil,1,400.0,Unf,Detchd,1994.0,1264,0,Ex,1.5Fin,1527,TA,15564,Inside,63.0,Reg,0.0,None,50,RL,Crawfor,0,6,0,Gable,147500,0,676.0,424,1914,1995,2008
1168,0,Gd,0.0,Ex,GLQ,0,Gd,VinylSd,VinylSd,Gd,1,PConc,3,683.0,Fin,BuiltIn,2005.0,2500,1,Ex,2Story,1011,Ex,13543,Corner,101.0,IR1,130.0,Stone,60,RL,StoneBr,32,8,0,Gable,355000,0,1168.0,192,2005,2005,2008
784,0,No,1.0,TA,ALQ,116,TA,MetalSd,MetalSd,None,0,BrkTil,1,0.0,None,None,0.0,784,0,Gd,1.5Unf,1332,Gd,6130,Inside,50.0,Reg,0.0,None,45,RM,BrkSide,0,5,0,Gable,109500,0,784.0,0,1924,1950,2008
612,0,None,0.0,None,None,25,TA,MetalSd,MetalSd,None,0,BrkTil,1,308.0,Unf,Detchd,1965.0,612,0,Fa,1Story,709,TA,5925,Corner,50.0,Reg,0.0,None,30,RM,OldTown,0,2,0,Gable,45000,0,0.0,0,1940,1950,2009
1207,0,Mn,0.0,TA,Unf,318,TA,MetalSd,MetalSd,TA,2,CBlock,2,349.0,Unf,Attchd,1940.0,2403,0,Ex,2Story,209,TA,24090,Inside,68.0,Reg,0.0,None,70,RL,ClearCr,0,7,0,Gable,244400,0,1032.0,56,1940,1950,2010
1644,0,No,1.0,TA,GLQ,0,TA,HdBoard,HdBoard,Gd,2,CBlock,1,418.0,Fin,Attchd,1953.0,1644,0,TA,1Story,619,TA,9600,Inside,80.0,Reg,238.0,Stone,20,RL,NAmes,0,6,0,Hip,167000,0,1416.0,110,1953,1953,2009
860,0,No,0.0,Gd,Unf,0,Gd,VinylSd,VinylSd,None,0,PConc,2,542.0,Fin,Attchd,2002.0,1729,1,Ex,2Story,2150,Gd,8158,Inside,65.0,Reg,214.0,BrkFace,60,RL,CollgCr,63,7,0,Gable,200000,0,860.0,386,2002,2002,2007
879,0,No,0.0,TA,Unf,0,TA,Wd Sdng,Wd Shng,None,0,BrkTil,1,180.0,Unf,Detchd,1936.0,879,0,Gd,1Story,2704,TA,5220,Inside,50.0,IR1,0.0,None,30,RL,SWISU,108,5,0,Gable,80000,0,830.0,0,1936,1950,2006
864,0,No,1.0,TA,Rec,0,TA,WdShing,Plywood,None,0,CBlock,1,572.0,Unf,Detchd,1957.0,864,0,TA,1Story,2839,TA,8172,Inside,60.0,Reg,0.0,None,20,RL,Edwards,0,5,0,Hip,115000,0,864.0,0,1955,1990,2006
1196,0,No,1.0,Gd,LwQ,0,TA,Wd Sdng,Wd Sdng,Gd,1,CBlock,1,297.0,RFn,Attchd,1956.0,1196,0,Gd,1Story,1242,TA,9000,Inside,72.0,Reg,74.0,BrkFace,20,RL,NAmes,44,6,0,Gable,139000,0,1196.0,0,1956,1956,2008
672,0,No,0.0,TA,ALQ,0,TA,HdBoard,HdBoard,TA,1,CBlock,1,440.0,Fin,Attchd,1978.0,1400,1,TA,2Story,2714,TA,7844,Inside,74.0,Reg,203.0,BrkFace,60,RL,Sawyer,0,6,0,Hip,149500,0,672.0,0,1978,1978,2006
755,0,Mn,1.0,TA,Unf,0,TA,MetalSd,MetalSd,Gd,1,CBlock,1,296.0,Unf,Detchd,1940.0,1510,0,TA,2Story,799,TA,9084,Inside,60.0,Reg,0.0,None,70,RL,Edwards,0,4,0,Gable,108000,0,755.0,120,1940,1950,2009
694,0,None,0.0,None,None,210,TA,MetalSd,MetalSd,None,0,BrkTil,2,0.0,None,None,0.0,1294,0,TA,2Story,1260,TA,10800,Inside,60.0,Reg,0.0,None,190,RL,OldTown,114,4,0,Gable,106250,0,0.0,220,1900,2000,2008
1240,0,Av,0.0,Gd,Unf,0,Gd,VinylSd,VinylSd,None,0,PConc,2,826.0,RFn,Attchd,2006.0,1240,0,Ex,1Story,2107,Gd,8556,Inside,74.0,Reg,0.0,None,20,RL,CollgCr,93,7,0,Gable,194000,0,1240.0,140,2006,2006,2007
988,0,No,1.0,TA,LwQ,0,TA,Wd Sdng,Wd Sdng,None,0,CBlock,1,624.0,Unf,Detchd,1977.0,988,0,Ex,1Story,2486,TA,9100,Inside,70.0,Reg,51.0,BrkFace,20,RL,Sawyer,0,5,0,Hip,129500,0,988.0,0,1962,1962,2006
1560,0,No,0.0,TA,Unf,0,TA,MetalSd,MetalSd,None,0,CBlock,2,792.0,Unf,Detchd,1968.0,1560,0,TA,1Story,1911,TA,8668,Corner,63.0,Reg,0.0,None,90,RL,NAmes,0,5,0,Gable,126000,0,1560.0,0,1968,1968,2007
1368,0,Mn,1.0,Fa,Rec,211,TA,MetalSd,MetalSd,None,0,CBlock,1,195.0,RFn,Attchd,1950.0,1368,0,TA,1Story,896,TA,11767,Inside,70.0,Reg,0.0,None,20,RL,Edwards,41,5,0,Gable,120000,0,1078.0,0,1950,1950,2009
1484,144,Av,1.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,None,0,PConc,2,606.0,RFn,Attchd,2004.0,1484,0,Ex,1Story,272,Gd,8400,Inside,70.0,Reg,109.0,BrkFace,20,RL,CollgCr,35,7,0,Gable,213000,0,1473.0,0,2004,2005,2010
1226,0,Gd,1.0,Gd,GLQ,0,Gd,Wd Sdng,Wd Sdng,Fa,1,CBlock,1,484.0,Fin,Attchd,1980.0,1226,0,TA,1Story,2521,Gd,3874,Inside,40.0,IR1,0.0,None,120,RL,Greens,78,8,0,Gable,190000,0,1226.0,133,1980,1980,2006
1169,0,No,0.0,Gd,GLQ,0,TA,HdBoard,HdBoard,TA,1,PConc,2,402.0,Fin,Attchd,1993.0,1169,0,Gd,1Story,2324,TA,8076,Inside,68.0,IR1,112.0,BrkFace,20,RL,Gilbert,26,6,0,Gable,183500,144,1160.0,0,1993,1994,2006
1035,0,Av,0.0,TA,Rec,0,TA,Plywood,Plywood,TA,2,CBlock,2,276.0,Unf,BuiltIn,1963.0,1651,0,TA,SLvl,1953,TA,10090,Inside,93.0,IR1,364.0,BrkFace,80,RL,NAmes,46,7,0,Gable,172000,165,725.0,460,1963,1999,2007
816,0,Mn,1.0,TA,ALQ,0,TA,MetalSd,MetalSd,Gd,1,CBlock,1,288.0,Unf,Detchd,1958.0,816,0,Ex,1Story,887,TA,8877,Inside,67.0,Reg,0.0,None,20,RL,Edwards,0,4,0,Gable,100000,0,816.0,0,1938,1958,2009
1564,0,No,0.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,None,0,PConc,2,814.0,RFn,Attchd,2007.0,1564,0,Ex,1Story,1479,Gd,11058,Corner,85.0,Reg,212.0,Stone,20,RL,CollgCr,24,7,0,Gable,218836,0,1564.0,0,2007,2007,2008
1221,0,No,0.0,Fa,Unf,212,TA,Wd Sdng,Wd Sdng,TA,1,BrkTil,2,672.0,Unf,Detchd,2003.0,1912,0,Ex,1.5Fin,1317,TA,10800,Inside,60.0,Reg,0.0,None,190,RM,OldTown,25,6,0,Gable,163000,0,482.0,0,1905,2000,2008
1525,0,Av,0.0,Gd,Unf,0,Gd,VinylSd,VinylSd,Gd,1,PConc,2,534.0,RFn,Attchd,2006.0,1525,1,Ex,1Story,1750,Gd,10936,Inside,59.0,IR1,0.0,None,20,RL,Gilbert,18,7,0,Gable,206580,0,1510.0,100,2006,2006,2007
728,0,No,0.0,Gd,Unf,0,Gd,VinylSd,VinylSd,Gd,1,PConc,2,390.0,Fin,Attchd,2005.0,1456,1,Ex,2Story,2815,Gd,8461,Inside,65.0,Reg,0.0,None,60,RL,CollgCr,24,6,0,Gable,163990,0,728.0,0,2005,2006,2006
665,0,No,0.0,Fa,Unf,45,Fa,AsbShng,Plywood,None,0,BrkTil,1,390.0,Unf,Detchd,2001.0,1330,0,Gd,2Story,2692,TA,7518,FR3,60.0,Reg,0.0,None,70,RM,IDOTRR,72,5,0,Gable,116500,0,396.0,0,1910,2004,2006
840,0,No,0.0,Gd,Unf,0,Gd,VinylSd,VinylSd,Gd,1,PConc,2,400.0,Fin,BuiltIn,2002.0,1720,1,Ex,2Story,1090,Gd,8010,Inside,68.0,IR1,0.0,None,60,RL,Gilbert,48,7,0,Gable,188000,0,840.0,138,2002,2003,2008
1280,0,Av,0.0,TA,GLQ,0,TA,HdBoard,HdBoard,TA,1,CBlock,2,432.0,Fin,Basment,1966.0,1280,0,Ex,SFoyer,1912,TA,10050,Inside,68.0,IR1,87.0,BrkFace,85,RL,NAmes,40,5,0,Gable,175000,0,793.0,140,1966,1966,2007
1179,0,Gd,1.0,Gd,GLQ,0,Gd,CemntBd,CmentBd,None,0,CBlock,2,480.0,RFn,Attchd,1988.0,1179,0,Gd,1Story,1634,TA,4740,Inside,38.0,IR1,0.0,None,120,RL,StoneBr,108,8,0,Gable,182000,135,1166.0,0,1988,1988,2007
960,0,No,0.0,TA,Unf,116,Gd,MetalSd,MetalSd,None,0,BrkTil,1,576.0,RFn,Detchd,1981.0,960,0,TA,1Story,1974,TA,6978,Inside,60.0,Reg,0.0,None,30,RM,OldTown,0,5,0,Gable,103000,0,850.0,0,1926,1980,2007
2633,0,Gd,1.0,Ex,GLQ,0,Ex,VinylSd,VinylSd,Gd,2,PConc,2,804.0,RFn,Attchd,2001.0,2633,1,Ex,1Story,1764,Ex,11400,Inside,68.0,Reg,705.0,BrkFace,20,RL,NoRidge,140,10,0,Hip,466500,0,2633.0,314,2001,2002,2007
988,0,No,1.0,TA,ALQ,0,Gd,MetalSd,MetalSd,None,0,CBlock,2,297.0,Unf,Attchd,1959.0,988,0,TA,1Story,634,Gd,9240,Inside,66.0,IR1,0.0,None,20,RL,NAmes,0,6,0,Hip,149500,0,988.0,156,1959,1998,2009
1055,0,No,0.0,Gd,GLQ,0,TA,Plywood,Brk Cmn,None,0,CBlock,2,319.0,Unf,Attchd,1978.0,1055,0,TA,1Story,1683,TA,2304,Inside,24.0,Reg,0.0,None,120,RL,NPkVill,32,7,0,Gable,142500,0,1061.0,108,1978,1978,2007
